6.757435873555488115e+01	1.232201100698741811e+02	-9.908406770791231111e+01	-2.333822196421694457e+02	-1.482031578721578171e+02	-6.149762759701113168e+01	-2.639258981262144630e+02	-2.030804611925005077e+01	3.510486783086215468e+01	-1.327124466060882639e+02	3.742319097125250238e+01	-6.678599702988449849e+01
2.471076925631817574e+02	-3.509282340773170858e+02	1.750722379289496189e+02	-2.644777418037018606e+02	-5.525832533551161987e+02	-7.705090443535324596e+01	1.013346544376662166e+02	-1.729616288447751344e+02	-4.096310309091472135e+01	-1.244802372997684898e+02	1.414308419761119069e+02	-1.271506297963857151e+02
1.867764437172806140e+02	-3.647658216263024542e+02	2.349647340137099150e+02	2.830149542732303871e+02	-1.920241375008957334e+02	-2.834354388630900701e+01	4.132182371740407802e+02	-2.792128856172636802e+02	-2.578626499514051602e+02	1.180794049344686130e+02	-1.117968503031810172e+02	7.540087133411054765e+01
1.642313475287208462e+02	8.858485579711812363e+01	-9.876495820775079437e+01	-4.014604992079775343e+02	-4.048391643920604679e+02	-1.014261059712878108e+02	-1.725893831244505066e+02	3.863061016050529872e+01	-2.538487042014601514e+01	-3.067953810666485879e+02	2.908536627926821438e+02	-2.547342041372219512e+02
2.707481501590594917e+02	-2.319495308145990862e+02	2.501438880738628256e+02	-6.958383063764944154e+01	-5.168611520365747083e+02	-7.750450327800393779e+01	1.237896757794799782e+02	-2.992327869471951658e+02	-4.912021395734564777e+01	-4.201263268306715304e+01	2.750060243550774430e+02	-1.466298370475151387e+02
-4.259766757406063675e+01	-2.925942982808933479e+01	9.361503999784780206e+01	2.383456608988713583e+02	1.257655153471853140e+02	1.482280555098669161e+01	9.840270027288264032e+01	-5.089182860072168779e+01	3.024194119796150915e+01	2.214076575981405313e+02	-1.346626503440687657e+02	6.940516564897438911e+01
1.685054337147578281e+02	-1.756123365923350264e+02	1.052819751613277788e+02	1.797670247527388909e+01	-1.111752754409345130e+02	-2.123015084786829050e+02	1.789894530673259396e+02	-7.902724567709758219e+01	-3.001201538848657719e+02	-1.765767437705203804e+02	2.036108659221888928e+01	6.854611873210900796e+01
7.640284383036134841e+01	1.177217325634698994e+02	-6.852505574115490106e+01	-9.849953093748375466e+00	-8.057272619950637704e+00	-1.273454147494271211e+02	1.112733294009614156e+02	1.461900559066859842e+02	-2.199265553853268784e+02	-4.124700459269432713e+02	-1.579526554605844524e+02	-3.352551646165616006e+01
1.578873203863417984e+02	-5.180921166588390179e+02	3.223619940431443069e+02	4.316001179406030701e+02	-2.733794715060512885e+02	-1.005915051849274136e+02	5.306623486857639591e+02	-3.537513516579612087e+02	-1.985671202799619266e+02	2.608343086003452527e+02	-6.242658759608065822e+01	1.953900501868026254e+02
1.239594190565340739e+02	-3.978706524226365104e+02	3.090590636691942450e+02	3.300171952337198036e+02	-8.675559021546648353e+01	5.686677223679552640e+01	3.069959195467039308e+02	-1.974390847561292048e+02	8.446965877898158226e-01	3.479415695623933402e+02	1.147549985916907644e+01	1.409326574103414202e+02
1.335424201007841418e+02	2.130935740357160171e+02	-1.205762222184225010e+02	-4.666247806505659810e+02	-2.625493595025704963e+02	-8.899734027424459271e+01	-3.200854876242606792e+02	-1.810873045166162854e+01	-1.800731609085785578e+02	-3.693236415146449190e+02	1.376432925342992917e+02	-1.927733811995273925e+02
-2.287480583364065296e+02	2.077492069866924567e+02	-1.347896561809967864e+01	2.163434381914991604e+02	5.871974232200490178e+02	5.717002844192346345e+01	3.678490519454511798e+01	3.604158293690240953e+02	4.951779108807433261e+01	-2.616087279501923035e+01	-2.269529293323245724e+02	9.693303861736625038e+01
-9.290754170366093945e+01	-2.227908019420761576e+01	8.101197687731273334e+01	2.046314442618445639e+02	9.890526836755758211e+01	2.803120202446822873e+01	1.520856538538892835e+02	-6.448444798487766150e+01	2.867872879405449993e+01	1.731426812309175318e+02	-1.425970444727237805e+02	1.321771210990218322e+02
2.528467909671546749e+02	-4.531630313980916753e+02	1.890294953108796960e+02	9.198710470791695570e+00	-4.496115885828244814e+02	-7.294274950251606526e+01	1.970625688470651653e+02	-2.764026601584328660e+02	7.642096299824437722e+01	8.588850197334951986e+01	1.617778444697286488e+02	3.321118411409621274e+01
-1.118722330298185454e+02	2.178543491598755395e+02	-1.579667790383755630e+02	1.210096229762552014e+02	4.698485223645495239e+02	-5.921608260231340637e+01	2.023654613890401492e+02	1.730777297360986893e+02	-2.786031133786344753e+02	1.458430463323594495e+00	-3.028896585110186948e+02	7.193414821070093979e+01
1.671083398533372986e+02	-1.163633275951076627e+02	5.734036719719119901e+01	4.950401046560169505e+01	-1.245363592758086497e+02	-1.826599687762004578e+02	2.124762108156787690e+02	2.429249961352667242e+00	-2.658153244609127341e+02	-2.368727009213692440e+02	2.921093306527037470e+01	-9.810048626981590303e+00
-1.601818061453653002e+02	1.862878943197652006e+02	-8.813674253219147658e+01	2.522826522036429537e+02	4.376562984761968096e+02	-2.319329664139934266e+01	1.576827262216011718e+02	2.537870725861532151e+02	-1.538669858582768484e+02	-1.178273014740402260e+02	-2.273164993995703753e+02	1.672164296503549110e+02
-3.265086252776247022e+01	-4.657279201466033669e+01	1.396571137470128576e+02	2.174170538475281091e+02	6.989714769998680310e+01	-2.615527943862468874e+01	2.023009363298950802e+02	-1.246089114155602999e+02	-6.980937072917016906e+01	1.326412410386512590e+02	-1.321045587840168878e+02	1.113630464277981531e+02
1.042754587225595060e+02	4.129852381172544540e+01	-5.720166058026175904e+01	-2.422724940673205367e+02	-1.786958826516361114e+02	-8.669541859408646189e+01	-7.508833539904173904e+01	8.604480422993384536e+01	-1.345907006740700353e+02	-3.512405948815340935e+02	-3.126645264162437599e+01	-1.519628827623440941e+02
-1.443713237918606751e+01	-1.481018130921449938e+02	1.803247930679524416e+02	3.599206633571685074e+02	2.052358322990362467e+02	-8.754125142604338805e+01	2.940549729940705674e+02	-2.978334546505539748e+01	-2.068518380248339383e+02	7.919481432866641057e+01	-2.207332157326545712e+02	1.801619148375242787e+02
1.573850022627734404e+02	-4.052007000667969692e+02	2.635777420953010051e+02	1.464194640441510273e+02	-3.426187111996991916e+02	-1.185211039277544671e+02	2.987492047336252767e+02	-2.825407023276194991e+02	-1.217919282864575692e+01	1.913200964142803002e+02	9.692976991349195259e+01	4.686482256723249407e+01
-2.067130410683585069e+02	-1.146917494587803787e+02	1.594550987857644486e+02	2.739457156672187921e+02	3.076696222929701321e+02	2.006494404684753476e+02	3.859448841987542522e+01	-4.872054987965175599e+01	2.568929176484400614e+02	4.438275491490098261e+02	-9.240014978223176456e+01	2.017998655698793868e+02
3.274617647880375557e+02	-2.093998309237686897e+02	1.692667945285598421e+02	-1.094343516087957369e+02	-5.947427712363025876e+02	-6.069865371657408559e+01	3.917945176946549424e+01	-2.490289929364466559e+02	-1.250315530497633745e+02	-4.893427884093578228e+01	1.811801861813899563e+02	-1.439911744906088984e+02
6.238631741157103505e+01	1.746359082914679917e+01	-1.480619405805865370e+02	-2.870641717033822147e+02	-8.733338273388268647e+01	6.238036936598724935e+00	-3.725550206728962621e+02	-1.862416380870082122e+01	1.264403065302766862e+02	-1.256596029464669186e+02	1.479125255281564364e+02	-2.239785750010642573e+02
-7.856651777067290254e+01	3.906539181434122838e+02	-3.160259100849401648e+02	-3.006927388828532344e+02	8.211903182777223265e+01	-1.630765713844613884e+01	-3.025607679234161083e+02	2.565247676523618452e+02	9.564014407643114168e+00	-2.786752082022557033e+02	-2.266726762529382455e+01	-2.240977669059483333e+02
-3.499358022193148088e+01	-1.240622729793789460e+02	1.653824929638175831e+02	4.539107166985313597e+02	1.411047035564201053e+02	-3.288858391817034033e+01	3.936032119162756544e+02	-6.521462026464902806e+01	-2.536638265129393517e+02	1.086599013479597602e+02	-1.759175847107696882e+02	2.290961409054158651e+02
